_id,REPORT_YEAR,DIVISION,CATEGORY,SUBTYPE,COUNT_,COUNT_CLEARED
14012,2014,D43,Crimes Against Property,Theft Under $5000,5,1
14013,2015,D52,Crimes Against the Person,Assault,37,25
14014,2020,D53,Crimes Against the Person,Sexual Violation,3,2
14015,2020,D52,Crimes Against Property,Other,8,1
14016,2016,D13,Crimes Against the Person,Sexual Violation,1,1
14017,2020,D42,Controlled Drugs and Substances Act,Other,3,3
14018,2018,D14,Crimes Against Property,Theft Over $5000,10,4
14019,2023,D53,Crimes Against Property,Break & Enter-House,16,1
14020,2017,D43,Crimes Against Property,Fraud,85,18
14021,2021,D12,Crimes Against the Person,Assault,173,113
14022,2016,D31,Crimes Against the Person,Assault,215,163
14023,2015,D13,Crimes Against Property,Theft Under $5000,126,40
14024,2019,D55,Crimes Against the Person,Assault,31,23
14025,2021,D52,Crimes Against Property,Break & Enter-Apartment,13,2
14026,2015,D32,Crimes Against Property,Break & Enter-House,49,6
14027,2021,D31,Controlled Drugs and Substances Act,Other,5,5
14028,2014,D11,Crimes Against the Person,Assault,123,94
14029,2016,D53,Other Federal Statute Violations,Other,5,4
14030,2022,D51,Crimes Against Property,Other,10,1
14031,2022,D23,Crimes Against Property,Theft Under $5000,225,16
14032,2015,D33,Other Criminal Code Violations,Other,1,1
14033,2020,D43,Controlled Drugs and Substances Act,Other,3,3
14034,2019,D12,Criminal Code Traffic,Other,1,1
14035,2021,D13,Crimes Against Property,Fraud,11,1
14036,2014,D32,Crimes Against Property,Fraud,27,3
14037,2014,D11,Crimes Against the Person,Other,7,5
14038,2014,D32,Crimes Against the Person,Robbery-Financial,1,1
14039,2018,D14,Crimes Against Property,Break & Enter-Commercial,17,5
14040,2023,D55,Crimes Against Property,Theft Under $5000,91,9
14041,2015,D51,Crimes Against the Person,Assault,88,72
14042,2019,D14,Crimes Against the Person,Sexual Violation,6,4
14043,2019,D22,Crimes Against Property,Break & Enter-Commercial,56,18
14044,2021,D53,Crimes Against Property,Break & Enter-Apartment,3,1
14045,2019,D43,Crimes Against the Person,Other,25,13
14046,2015,D53,Criminal Code Traffic,Other,6,5
14047,2018,D51,Crimes Against the Person,Robbery-Other,45,18
14048,2023,D51,Crimes Against Property,Fraud,81,4
14049,2020,D53,Criminal Code Traffic,Other,9,6
14050,2019,D23,Crimes Against the Person,Assault,5,3
14051,2022,D32,Criminal Code Traffic,Other,10,10
14052,2019,D32,Controlled Drugs and Substances Act,Other,3,2
14053,2016,D32,Criminal Code Traffic,Other,5,5
14054,2020,D11,Crimes Against the Person,Sexual Violation,9,2
14055,2014,D53,Crimes Against the Person,Sexual Violation,2,2
14056,2015,D55,Crimes Against the Person,Other,12,6
14057,2015,D43,Crimes Against Property,Auto Theft,16,1
14058,2014,D33,Criminal Code Traffic,Other,7,7
14059,2023,D32,Criminal Code Traffic,Other,15,14
14060,2019,D22,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,1
14061,2022,D22,Crimes Against Property,Break & Enter-Apartment,19,1
14062,2023,D43,Crimes Against Property,Other,102,19
14063,2017,D53,Controlled Drugs and Substances Act,Other,35,34
14064,2014,D22,Crimes Against the Person,Sexual Violation,13,6
14065,2021,D14,Crimes Against Property,Fraud,35,7
14066,2018,D11,Crimes Against the Person,Robbery-Other,3,1
14067,2020,D32,Crimes Against Property,Theft Under $5000,158,27
14068,2020,D22,Crimes Against Property,Auto Theft,17,4
14069,2015,D55,Criminal Code Traffic,Other,9,9
14070,2019,D23,Crimes Against the Person,Sexual Violation,2,2
14071,2015,D11,Crimes Against the Person,Assault,50,41
14072,2017,D43,Crimes Against the Person,Assault,195,149
14073,2023,D13,Other Criminal Code Violations,Other,33,22
14074,2014,D11,Crimes Against the Person,Attempt Murder,1,1
14075,2022,D42,Crimes Against the Person,Other,2,1
14076,2022,D43,Crimes Against Property,Theft Over $5000,13,2
14077,2017,D31,Crimes Against Property,Break & Enter-House,12,1
14078,2021,D12,Crimes Against Property,Other,85,20
14079,2016,D43,Crimes Against the Person,Robbery-Other,29,19
14080,2020,D51,Other Criminal Code Violations,Other,123,109
14081,2023,D53,Crimes Against Property,Theft Under $5000,141,12
14082,2014,D22,Other Criminal Code Violations,Other,11,9
14083,2020,D53,Other Criminal Code Violations,Other,1,1
14084,2017,D32,Crimes Against Property,Theft Under $5000,80,12
14085,2018,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,1
14086,2018,D13,Crimes Against Property,Other,30,9
14087,2018,D55,Crimes Against Property,Auto Theft,11,4
14088,2014,D31,Crimes Against the Person,Assault,253,194
14089,2021,D41,Criminal Code Traffic,Other,39,38
14090,2017,D41,Crimes Against Property,Break & Enter-Commercial,45,10
14091,2019,D55,Criminal Code Traffic,Other,5,5
14092,2016,D11,Crimes Against Property,Other,106,37
14093,2018,D55,Crimes Against the Person,Attempt Murder,1,1
14094,2020,D33,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4
14095,2014,D11,Crimes Against the Person,Assault,61,40
14096,2020,D51,Controlled Drugs and Substances Act,Other,1,1
14097,2018,D52,Other Criminal Code Violations,Other,27,22
14098,2014,D11,Crimes Against Property,Fraud,37,7
14099,2020,D32,Criminal Code Traffic,Other,2,2
14100,2016,D33,Other Criminal Code Violations,Other,17,14
14101,2014,D42,Crimes Against Property,Break & Enter-Other,1,1
14102,2016,D55,Crimes Against the Person,Assault,74,51
14103,2022,D53,Other Criminal Code Violations,Other,2,2
14104,2021,D55,Crimes Against the Person,Robbery-Other,8,7
14105,2015,D53,Crimes Against the Person,Robbery-Financial,3,3
14106,2020,D53,Crimes Against the Person,Robbery-Other,9,6
14107,2022,D31,Crimes Against the Person,Robbery-Other,29,19
14108,2020,D55,Crimes Against Property,Auto Theft,4,1
14109,2021,D55,Crimes Against Property,Break & Enter-Apartment,3,1
14110,2015,D32,Crimes Against the Person,Robbery-Other,10,5
14111,2019,D52,Crimes Against Property,Break & Enter-Apartment,7,3
14112,2018,D14,Crimes Against the Person,Other,21,15
14113,2020,D55,Other Criminal Code Violations,Other,19,16
14114,2019,D11,Crimes Against the Person,Robbery-Other,23,11
14115,2023,D41,Crimes Against Property,Theft Under $5000,92,18
14116,2021,D53,Other Federal Statute Violations,Other,1,1
14117,2023,D11,Crimes Against Property,Other,28,2
14118,2016,D23,Criminal Code Traffic,Other,6,6
14119,2016,D42,Crimes Against the Person,Sexual Violation,5,2
14120,2015,D14,Crimes Against Property,Theft Under $5000,97,23
14121,2020,D23,Crimes Against Property,Theft Under $5000,118,10
14122,2017,D22,Crimes Against the Person,Other,23,15
14123,2021,D32,Crimes Against Property,Theft Under $5000,83,3
14124,2022,D12,Crimes Against Property,Break & Enter-House,4,1
14125,2022,D52,Crimes Against Property,Break & Enter-Commercial,3,1
14126,2014,D31,Other Criminal Code Violations,Other,114,100
14127,2022,D42,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4
14128,2019,D12,Controlled Drugs and Substances Act,Other,9,9
14129,2018,D14,Crimes Against Property,Auto Theft,14,5
14130,2017,D55,Controlled Drugs and Substances Act,Other,9,9
14131,2021,D22,Crimes Against Property,Fraud,19,1
14132,2023,D31,Crimes Against the Person,Assault,294,200
14133,2022,D33,Criminal Code Traffic,Other,3,3
14134,2019,D22,Other Criminal Code Violations,Other,50,45
14135,2021,D55,Crimes Against the Person,Other,18,5
14136,2020,D12,Criminal Code Traffic,Other,16,13
14137,2015,D13,Crimes Against the Person,Robbery-Financial,1,1
14138,2021,D42,Crimes Against Property,Other,36,12
14139,2014,D12,Crimes Against the Person,Assault,153,112
14140,2016,D32,Crimes Against Property,Other,57,17
14141,2023,D33,Crimes Against the Person,Robbery-Other,5,4
14142,2019,D55,Crimes Against Property,Fraud,48,6
14143,2020,D12,Crimes Against Property,Break & Enter-Commercial,2,1
14144,2020,D13,Crimes Against Property,Break & Enter-House,20,3
14145,2016,D55,Crimes Against Property,Break & Enter-Apartment,5,1
14146,2020,D52,Crimes Against Property,Theft Over $5000,5,1
14147,2016,D23,Crimes Against Property,Auto Theft,44,3
14148,2015,D23,Crimes Against the Person,Other,1,1
14149,2019,D22,Crimes Against the Person,Sexual Violation,15,7
14150,2021,D55,Crimes Against the Person,Sexual Violation,19,6
14151,2014,D32,Criminal Code Traffic,Other,2,2
14152,2014,D11,Controlled Drugs and Substances Act,Other,15,15
14153,2016,D53,Crimes Against Property,Fraud,45,5
14154,2023,D22,Controlled Drugs and Substances Act,Other,1,1
14155,2019,D22,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,7,7
14156,2018,D14,Crimes Against the Person,Robbery-Financial,2,2
14157,2019,D33,Crimes Against Property,Theft Under $5000,59,8
14158,2023,D32,Crimes Against Property,Break & Enter-Other,3,1
14159,2015,D32,Crimes Against the Person,Robbery-Financial,1,1
14160,2016,D32,Crimes Against Property,Break & Enter-House,3,1
14161,2019,D14,Crimes Against Property,Break & Enter-House,11,2
14162,2020,D51,Crimes Against the Person,Assault,142,91
14163,2017,D52,Other Criminal Code Violations,Other,59,53
14164,2023,D23,Crimes Against Property,Auto Theft,48,1
14165,2018,D33,Other Criminal Code Violations,Other,12,11
14166,2020,D53,Crimes Against Property,Break & Enter-Commercial,24,8
14167,2021,D53,Crimes Against Property,Other,13,1
14168,2018,D53,Crimes Against the Person,Sexual Violation,15,9
14169,2020,D12,Other Criminal Code Violations,Other,13,10
14170,2023,D11,Crimes Against Property,Other,153,39
14171,2017,D52,Crimes Against Property,Auto Theft,6,4
14172,2022,D51,Crimes Against the Person,Assault,16,6
14173,2017,D14,Other Criminal Code Violations,Other,61,56
14174,2022,D32,Crimes Against Property,Break & Enter-Apartment,16,9
14175,2020,D51,Crimes Against Property,Theft Over $5000,14,3
14176,2023,D22,Crimes Against Property,Fraud,121,5
14177,2015,D22,Crimes Against Property,Auto Theft,37,2
14178,2018,D13,Crimes Against Property,Theft Over $5000,2,1
14179,2022,D53,Crimes Against the Person,Sexual Violation,6,3
14180,2016,D51,Crimes Against the Person,Sexual Violation,7,5
14181,2017,D42,Crimes Against Property,Break & Enter-House,31,1
14182,2016,D51,Other Criminal Code Violations,Other,29,29
14183,2016,D51,Crimes Against Property,Other,168,68
14184,2019,D42,Crimes Against Property,Break & Enter-House,10,3
14185,2017,D33,Crimes Against Property,Break & Enter-Apartment,8,2
14186,2019,D14,Crimes Against Property,Other,93,32
14187,2017,D41,Crimes Against Property,Fraud,49,11
14188,2022,D32,Crimes Against Property,Break & Enter-Commercial,6,3
14189,2022,D43,Crimes Against Property,Fraud,25,3
14190,2016,D13,Other Criminal Code Violations,Other,10,10
14191,2019,D43,Crimes Against the Person,Assault,155,121
14192,2015,D13,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4
14193,2023,D22,Crimes Against Property,Fraud,238,25
14194,2022,D31,Other Criminal Code Violations,Other,169,140
14195,2015,D14,Crimes Against Property,Fraud,60,16
14196,2014,D14,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
14197,2023,D31,Crimes Against Property,Break & Enter-Apartment,15,6
14198,2017,D22,Crimes Against Property,Fraud,43,9
14199,2022,D14,Crimes Against the Person,Attempt Murder,1,1
14200,2021,D14,Crimes Against Property,Other,73,13
14201,2022,D42,Crimes Against Property,Theft Over $5000,8,1
14202,2020,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,6,6
14203,2014,D22,Crimes Against Property,Fraud,19,5
14204,2017,D43,Crimes Against Property,Other,31,12
14205,2017,D41,Crimes Against Property,Break & Enter-House,1,1
14206,2020,D41,Crimes Against Property,Other,30,11
14207,2014,D53,Crimes Against the Person,Other,31,21
14208,2020,D55,Crimes Against the Person,Assault,25,19
14209,2019,D23,Crimes Against Property,Break & Enter-Apartment,9,1
14210,2017,D53,Crimes Against Property,Auto Theft,16,4
14211,2021,D51,Crimes Against Property,Theft Over $5000,21,2
14212,2022,D43,Crimes Against Property,Other,10,1
14213,2021,D22,Other Criminal Code Violations,Other,41,36
14214,2014,D12,Crimes Against the Person,Robbery-Other,5,3
14215,2020,D13,Crimes Against Property,Other,54,13
14216,2016,D52,Crimes Against the Person,Assault,271,174
14217,2015,D22,Crimes Against the Person,Sexual Violation,7,5
14218,2020,D55,Crimes Against the Person,Sexual Violation,16,10
14219,2018,D52,Crimes Against Property,Theft Under $5000,19,1
14220,2014,D42,Crimes Against Property,Theft Under $5000,76,8
14221,2022,D14,Crimes Against the Person,Robbery-Other,8,3
14222,2019,D33,Controlled Drugs and Substances Act,Other,3,3
14223,2016,D55,Criminal Code Traffic,Other,1,1
14224,2015,D33,Crimes Against Property,Fraud,31,10
14225,2019,D53,Crimes Against the Person,Other,4,2
14226,2022,D55,Crimes Against Property,Other,116,15
14227,2014,D11,Other Criminal Code Violations,Other,60,57
14228,2022,D42,Other Criminal Code Violations,Other,42,37
14229,2018,D52,Other Criminal Code Violations,Other,127,112
14230,2023,D33,Crimes Against the Person,Robbery-Other,2,1
14231,2022,D33,Other Criminal Code Violations,Other,70,62
14232,2018,D52,Crimes Against Property,Theft Under $5000,488,74
14233,2017,D42,Crimes Against Property,Other,91,31
14234,2016,D13,Crimes Against Property,Theft Over $5000,5,1
14235,2017,D12,Crimes Against Property,Break & Enter-Apartment,7,3
14236,2020,D51,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,15,12
14237,2016,D55,Criminal Code Traffic,Other,1,1
14238,2020,D14,Controlled Drugs and Substances Act,Other,1,1
14239,2019,D41,Controlled Drugs and Substances Act,Other,5,5
14240,2018,D23,Other Criminal Code Violations,Other,1,1
14241,2014,D55,Crimes Against Property,Break & Enter-House,7,4
14242,2018,D12,Crimes Against the Person,Assault,42,33
14243,2019,D43,Other Federal Statute Violations,Other,2,2
14244,2016,D53,Crimes Against the Person,Assault,77,52
14245,2018,D12,Crimes Against Property,Theft Over $5000,8,4
14246,2019,D33,Crimes Against the Person,Other,11,9
14247,2016,D32,Crimes Against the Person,Assault,55,33
14248,2015,D53,Crimes Against Property,Fraud,23,4
14249,2018,D42,Crimes Against the Person,Assault,64,39
14250,2022,D42,Crimes Against the Person,Assault,39,25
14251,2022,D55,Other Criminal Code Violations,Other,1,1
14252,2021,D22,Crimes Against Property,Fraud,89,11
14253,2020,D43,Crimes Against Property,Theft Over $5000,4,3
14254,2020,D52,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
14255,2015,D52,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,40,36
14256,2015,D11,Other Criminal Code Violations,Other,8,6
14257,2017,D11,Controlled Drugs and Substances Act,Other,33,32
14258,2023,D14,Crimes Against Property,Theft Under $5000,845,177
14259,2022,D22,Crimes Against Property,Theft Under $5000,396,40
14260,2021,D14,Crimes Against Property,Auto Theft,18,3
14261,2021,D14,Crimes Against the Person,Robbery-Other,7,3
14262,2018,D22,Crimes Against Property,Fraud,20,1
14263,2018,D41,Crimes Against Property,Break & Enter-Apartment,10,1
14264,2015,D55,Crimes Against Property,Auto Theft,24,2
14265,2014,D12,Crimes Against the Person,Other,26,14
14266,2020,D33,Controlled Drugs and Substances Act,Other,1,1
14267,2022,D53,Other Criminal Code Violations,Other,112,101
14268,2016,D41,Crimes Against the Person,Assault,23,11
14269,2018,D55,Crimes Against Property,Theft Over $5000,3,1
14270,2015,D11,Crimes Against the Person,Robbery-Other,17,6
14271,2018,D43,Crimes Against Property,Theft Under $5000,356,160
14272,2015,D55,Crimes Against the Person,Sexual Violation,6,1
14273,2021,D12,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,3,1
14274,2015,D55,Controlled Drugs and Substances Act,Other,18,17
14275,2023,D32,Crimes Against Property,Break & Enter-Apartment,6,2
14276,2016,D12,Controlled Drugs and Substances Act,Other,7,7
14277,2018,D11,Controlled Drugs and Substances Act,Other,1,1
14278,2018,D52,Crimes Against Property,Fraud,39,17
14279,2015,D43,Crimes Against Property,Break & Enter-Apartment,18,7
14280,2018,D52,Crimes Against the Person,Robbery-Other,22,12
14281,2014,D55,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,1,1
14282,2021,D33,Crimes Against Property,Theft Under $5000,106,6
14283,2020,D53,Crimes Against Property,Other,12,1
14284,2020,D43,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,4,4
14285,2019,D33,Other Criminal Code Violations,Other,18,16
14286,2017,D11,Crimes Against Property,Theft Under $5000,21,1
14287,2019,D52,Crimes Against the Person,Sexual Violation,26,7
14288,2022,D32,Other Criminal Code Violations,Other Criminal Violations - Offensive Weapons,2,1
14289,2017,D41,Controlled Drugs and Substances Act,Other,14,13
14290,2022,D33,Crimes Against Property,Other,2,1
14291,2014,D13,Crimes Against the Person,Other,19,14
14292,2016,D12,Controlled Drugs and Substances Act,Other,25,24
14293,2019,D53,Crimes Against Property,Fraud,54,1
14294,2015,D23,Other Federal Statute Violations,Other,7,7
14295,2015,D41,Crimes Against Property,Break & Enter-House,9,2
14296,2015,D53,Crimes Against the Person,Assault,6,1
14297,2020,D41,Crimes Against Property,Break & Enter-Commercial,52,15
